Site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
012_1091_FY19,4,3,0,2,0,0,0,2,2,0,,,,,,,,,,,,,,,
012_1093_FY19,4,33,27,15,23,16,36,,,,,,,,,,,,,,,,,,
012_1179_FY19,8,22,58,0,8,7,1,5,2,,,,,,,,,,,,,,,,
012_1183_FY19,0,17,0,13,16,12,6,,,,,,,,,,,,,,,,,,
012_1184_FY19,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,
012_1290_FY19,0,1,2,1,0,1,3,1,2,0,9,11,4,1,6,2,0,,,,,,,,
012_143_FY19,12,47,3,7,4,6,15,7,,,,,,,,,,,,,,,,,
012_145_FY19,7,5,8,11,,,,,,,,,,,,,,,,,,,,,
012_148_FY19,56,22,24,5,10,,,,,,,,,,,,,,,,,,,,
012_243_FY19,0,9,37,37,,,,,,,,,,,,,,,,,,,,,
012_252_FY19,0,9,6,6,5,16,2,1,9,,,,,,,,,,,,,,,,
012_255_FY19,0,15,3,16,,,,,,,,,,,,,,,,,,,,,
012_353_FY19,0,0,11,15,20,15,10,12,,,,,,,,,,,,,,,,,
012_562_FY19,11,6,14,4,,,,,,,,,,,,,,,,,,,,,
012_658_FY19,4,69,56,52,30,33,,,,,,,,,,,,,,,,,,,
012_668_FY19,0,0,0,2,3,1,0,0,,,,,,,,,,,,,,,,,
012_781_FY19,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,
012_873_FY19,4,9,8,7,8,2,3,0,,,,,,,,,,,,,,,,,
012_877_FY19,6,4,7,6,6,,,,,,,,,,,,,,,,,,,,
012_879_FY19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
012_976_FY19,2,9,2,13,15,2,3,2,6,12,4,16,2,7,,,,,,,,,,,
012_991_FY19,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
013_1195_FY19,0,0,11,23,,,,,,,,,,,,,,,,,,,,,
013_1295_FY19,6,1,1,1,1,1,10,,,,,,,,,,,,,,,,,,
013_1503_FY19,0,0,3,8,10,0,0,0,,,,,,,,,,,,,,,,,
013_1601_FY19,0,7,20,24,14,5,38,20,20,4,,,,,,,,,,,,,,,
013_1603_FY19,5,13,6,7,,,,,,,,,,,,,,,,,,,,,
013_1605_FY19,0,52,28,7,2,28,34,,,,,,,,,,,,,,,,,,
013_1606_FY19,0,0,1,12,23,5,4,0,0,,,,,,,,,,,,,,,,
013_1609_FY19,7,11,5,4,3,14,4,8,1,,,,,,,,,,,,,,,,
013_1614_FY19,3,3,7,6,9,3,13,,,,,,,,,,,,,,,,,,
013_1713_FY19,7,3,5,4,,,,,,,,,,,,,,,,,,,,,
013_2017_FY19,4,14,17,5,,,,,,,,,,,,,,,,,,,,,
013_2123_FY19,11,23,23,26,32,49,33,17,,,,,,,,,,,,,,,,,
013_2336_FY19,4,19,18,11,29,18,11,3,0,14,11,3,6,6,3,2,9,8,,,,,,,
013_2340_FY19,8,10,4,25,2,,,,,,,,,,,,,,,,,,,,
013_2433_FY19,0,10,21,13,9,15,5,10,,,,,,,,,,,,,,,,,
013_2434_FY19,4,0,17,95,82,,,,,,,,,,,,,,,,,,,,
013_2440_FY19,1,8,7,9,3,3,5,10,13,7,5,9,,,,,,,,,,,,,
013_2538_FY19,6,14,44,46,63,30,20,,,,,,,,,,,,,,,,,,
013_2539_FY19,2,20,26,6,16,10,,,,,,,,,,,,,,,,,,,
013_2540_FY19,1,12,12,6,6,4,8,,,,,,,,,,,,,,,,,,
013_2643_FY19,0,6,10,12,10,11,16,5,,,,,,,,,,,,,,,,,
013_2644_FY19,3,2,17,4,8,8,14,,,,,,,,,,,,,,,,,,
013_2649_FY19,9,3,0,0,1,1,0,,,,,,,,,,,,,,,,,,
013_2851_FY19,0,59,16,4,4,,,,,,,,,,,,,,,,,,,,
013_2853_FY19,2,15,11,31,7,,,,,,,,,,,,,,,,,,,,
013_2956_FY19,2,4,3,11,8,6,1,2,5,11,7,6,3,6,12,6,5,9,18,3,1,,,,
013_3060_FY19,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
013_3062_FY19,3,17,21,26,15,18,7,,,,,,,,,,,,,,,,,,
013_3066_FY19,0,0,0,10,,,,,,,,,,,,,,,,,,,,,
013_3069_FY19,1,0,1,5,5,3,8,2,3,,,,,,,,,,,,,,,,
013_3171_FY19,0,0,5,4,2,4,,,,,,,,,,,,,,,,,,,
013_3277_FY19,1,1,1,1,4,0,3,,,,,,,,,,,,,,,,,,
013_3379_FY19,4,14,12,15,,,,,,,,,,,,,,,,,,,,,
013_3381_FY19,1,9,7,3,8,,,,,,,,,,,,,,,,,,,,
014_2843_FY19,1,3,0,2,9,1,1,7,3,,,,,,,,,,,,,,,,
014_2947_FY19,1,12,2,2,,,,,,,,,,,,,,,,,,,,,
015_2837_FY19,6,8,4,8,,,,,,,,,,,,,,,,,,,,,
015_2838_FY19,4,11,15,19,4,20,,,,,,,,,,,,,,,,,,,
015_4189_FY19,0,2,17,15,27,5,,,,,,,,,,,,,,,,,,,
015_4399_FY19,1,0,2,12,12,34,22,54,,,,,,,,,,,,,,,,,
015_5228_FY19,8,16,99,117,,,,,,,,,,,,,,,,,,,,,
015_5229_FY19,2,7,0,0,2,4,18,,,,,,,,,,,,,,,,,,
015_5230_FY19,0,1,2,8,3,5,13,19,56,29,25,12,20,39,7,1,3,,,,,,,,
015_5332_FY19,0,26,22,5,8,15,,,,,,,,,,,,,,,,,,,
03A_5455_FY19,0,1,1,1,3,3,3,,,,,,,,,,,,,,,,,,
03A_5559_FY19,3,18,0,6,,,,,,,,,,,,,,,,,,,,,
03A_5662_FY19,2,3,8,6,7,,,,,,,,,,,,,,,,,,,,
03A_5670_FY19,5,3,2,0,,,,,,,,,,,,,,,,,,,,,
05A_6724_FY19,19,0,0,2,19,1,0,,,,,,,,,,,,,,,,,,
05A_6932_FY19,1,7,8,4,4,24,9,6,2,3,,,,,,,,,,,,,,,
05A_7037_FY19,1,4,10,3,9,9,4,25,,,,,,,,,,,,,,,,,
05A_7456_FY19,16,5,13,9,,,,,,,,,,,,,,,,,,,,,
05A_7559_FY19,0,1,2,7,,,,,,,,,,,,,,,,,,,,,
05A_7566_FY19,0,7,1,1,3,5,0,2,12,8,,,,,,,,,,,,,,,
05A_7568_FY19,4,14,8,1,3,5,2,,,,,,,,,,,,,,,,,,
05A_7667_FY19,6,37,18,25,,,,,,,,,,,,,,,,,,,,,
05A_7668_FY19,4,0,13,12,0,4,9,,,,,,,,,,,,,,,,,,
05A_7768_FY19,9,1,1,0,7,1,11,5,3,0,2,23,12,,,,,,,,,,,,
05A_7770_FY19,5,25,16,0,,,,,,,,,,,,,,,,,,,,,
05A_7771_FY19,1,13,17,11,,,,,,,,,,,,,,,,,,,,,
05A_7874_FY19,12,52,32,6,,,,,,,,,,,,,,,,,,,,,
05A_7875_FY19,6,17,23,11,39,8,2,13,15,123,25,,,,,,,,,,,,,,
05A_7876_FY19,7,10,11,33,9,1,,,,,,,,,,,,,,,,,,,
05A_7879_FY19,1,6,2,4,,,,,,,,,,,,,,,,,,,,,
10A_1022_FY19,1,8,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
10A_1234_FY19,0,1,33,1,4,0,0,,,,,,,,,,,,,,,,,,
10A_1656_FY19,6,5,15,7,9,4,0,4,,,,,,,,,,,,,,,,,
10A_1760_FY19,8,30,130,25,51,46,,,,,,,,,,,,,,,,,,,
10A_181_FY19,0,1,34,47,8,0,4,22,4,0,0,0,0,0,27,116,11,10,11,23,29,,,,
10A_913_FY19,13,12,8,1,,,,,,,,,,,,,,,,,,,,,
10B_2584_FY19,1,3,6,5,,,,,,,,,,,,,,,,,,,,,
10B_3306_FY19,3,9,5,7,5,3,4,6,5,7,8,6,,,,,,,,,,,,,
11A_1097_FY19,0,1,1,0,,,,,,,,,,,,,,,,,,,,,
11A_1412_FY19,5,14,4,4,1,,,,,,,,,,,,,,,,,,,,
11A_161_FY19,19,104,128,11,,,,,,,,,,,,,,,,,,,,,
11A_163_FY19,2,6,2,1,2,1,0,,,,,,,,,,,,,,,,,,
11A_165_FY19,4,13,21,4,4,4,12,,,,,,,,,,,,,,,,,,
11A_271_FY19,1,5,24,4,1,,,,,,,,,,,,,,,,,,,,
11A_369_FY19,1,0,4,3,1,4,3,,,,,,,,,,,,,,,,,,
11A_376_FY19,0,0,0,2,49,30,,,,,,,,,,,,,,,,,,,
11A_475_FY19,0,0,2,11,3,0,0,5,9,5,7,15,3,5,,,,,,,,,,,
11A_479_FY19,16,46,68,26,34,52,111,74,17,71,45,6,,,,,,,,,,,,,
11A_579_FY19,0,0,22,11,6,3,4,2,,,,,,,,,,,,,,,,,
11A_580_FY19,1,10,9,465,189,4,12,11,20,,,,,,,,,,,,,,,,
11A_682_FY19,2,2,1,32,11,9,,,,,,,,,,,,,,,,,,,
11A_786_FY19,0,1,2,4,2,18,7,,,,,,,,,,,,,,,,,,
11A_891_FY19,2,0,9,8,10,3,,,,,,,,,,,,,,,,,,,
11A_893_FY19,8,17,21,12,46,,,,,,,,,,,,,,,,,,,,
11A_993_FY19,1,0,0,0,0,5,7,11,7,6,1,1,0,0,,,,,,,,,,,
ALP_4429_FY19,0,2,8,3,3,1,4,12,7,4,7,8,3,4,3,3,,,,,,,,,
ALP_4533_FY19,0,39,14,2,15,,,,,,,,,,,,,,,,,,,,
NCR_6186_FY19,2,8,6,6,,,,,,,,,,,,,,,,,,,,,
NCR_6728_FY19,1,17,4,12,8,38,,,,,,,,,,,,,,,,,,,
NCR_6833_FY19,0,5,14,11,11,17,,,,,,,,,,,,,,,,,,,
NCR_6937_FY19,2,6,3,2,2,2,6,8,18,11,,,,,,,,,,,,,,,
NCR_6938_FY19,0,13,21,45,20,11,15,16,,,,,,,,,,,,,,,,,
NCR_8231_FY19,0,8,9,7,2,,,,,,,,,,,,,,,,,,,,
NTR_6309_FY19,2,8,0,0,,,,,,,,,,,,,,,,,,,,,
NTR_6426_FY19,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
NTR_6529_FY19,0,1,4,37,17,39,28,3,7,30,24,13,6,0,11,,,,,,,,,,
NTR_6530_FY19,1,1,0,2,0,4,79,3,2,0,1,19,,,,,,,,,,,,,
NTR_6532_FY19,0,1,0,1,0,1,1,2,,,,,,,,,,,,,,,,,
NTR_6626_FY19,0,0,1,22,7,6,1,2,,,,,,,,,,,,,,,,,
NTR_6636_FY19,1,0,0,3,0,,,,,,,,,,,,,,,,,,,,
NTR_6743_FY19,0,2,0,1,4,3,2,,,,,,,,,,,,,,,,,,
NTR_6744_FY19,3,12,1,5,,,,,,,,,,,,,,,,,,,,,
NTR_6748_FY19,0,2,2,1,,,,,,,,,,,,,,,,,,,,,
NTR_6843_FY19,0,3,8,32,16,7,13,2,,,,,,,,,,,,,,,,,
NTR_6844_FY19,0,20,2,3,1,,,,,,,,,,,,,,,,,,,,
NTR_6941_FY19,14,46,80,33,45,,,,,,,,,,,,,,,,,,,,
NTR_6947_FY19,1,1,0,2,4,1,2,,,,,,,,,,,,,,,,,,
NTR_7151_FY19,7,4,9,11,10,,,,,,,,,,,,,,,,,,,,
NTR_7152_FY19,0,5,70,21,6,1,5,,,,,,,,,,,,,,,,,,
NTR_7155_FY19,1,1,3,0,1,6,9,,,,,,,,,,,,,,,,,,
NTR_7251_FY19,5,15,37,36,22,,,,,,,,,,,,,,,,,,,,
NTR_7257_FY19,0,1,2,1,0,0,2,2,1,0,,,,,,,,,,,,,,,
NTR_7260_FY19,0,2,6,25,20,5,16,5,,,,,,,,,,,,,,,,,
NTR_7354_FY19,1,0,3,1,0,3,0,0,0,0,1,7,1,4,3,11,6,4,4,7,9,1,2,2,
NTR_7360_FY19,0,2,4,0,4,4,0,1,,,,,,,,,,,,,,,,,
NTR_7470_FY19,2,3,0,3,8,5,0,,,,,,,,,,,,,,,,,,
NTR_8114_FY19,1,4,0,3,3,,,,,,,,,,,,,,,,,,,,
NTR_8119_FY19,0,0,0,0,0,0,5,5,7,15,23,12,4,21,,,,,,,,,,,
NTR_8242_FY19,0,0,7,26,5,2,3,2,,,,,,,,,,,,,,,,,
OSR_2026_FY19,0,1,1,1,3,3,,,,,,,,,,,,,,,,,,,
SCR_2371_FY19,1,5,10,3,2,1,3,1,0,,,,,,,,,,,,,,,,
SCR_2477_FY19,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCR_2478_FY19,0,18,16,6,,,,,,,,,,,,,,,,,,,,,
SCR_2682_FY19,0,0,2,7,,,,,,,,,,,,,,,,,,,,,
SCR_2786_FY19,1,6,0,0,,,,,,,,,,,,,,,,,,,,,
SCR_2787_FY19,4,4,2,3,,,,,,,,,,,,,,,,,,,,,
SCR_2888_FY19,1,3,24,16,9,2,3,11,3,,,,,,,,,,,,,,,,
STR_1317_FY19,32,5,0,4,6,9,16,39,3,18,23,30,49,98,22,14,72,,,,,,,,
STR_1419_FY19,0,0,7,9,16,0,1,2,21,19,13,,,,,,,,,,,,,,
STR_1420_FY19,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,
STR_1630_FY19,48,3,11,1,0,2,1,0,5,4,18,,,,,,,,,,,,,,
STR_173_FY19,2,6,2,10,3,,,,,,,,,,,,,,,,,,,,
STR_1838_FY19,41,6,15,4,0,2,1,0,2,4,11,,,,,,,,,,,,,,
STR_2151_FY19,8,9,6,12,18,8,,,,,,,,,,,,,,,,,,,
STR_2563_FY19,1,94,49,39,17,,,,,,,,,,,,,,,,,,,,
