Site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
012_1083_FY19,24,39,58,149,,,,,,,,,,,,,,,,,,,,,
012_1091_FY19,4,1,1,0,2,0,1,1,4,6,,,,,,,,,,,,,,,
012_1093_FY19,10,23,36,9,6,17,11,,,,,,,,,,,,,,,,,,
012_1179_FY19,28,46,48,24,151,32,8,12,10,,,,,,,,,,,,,,,,
012_1183_FY19,228,58,366,85,693,633,570,,,,,,,,,,,,,,,,,,
012_1184_FY19,1,19,18,79,7,,,,,,,,,,,,,,,,,,,,
012_1290_FY19,20,169,201,460,300,3,3,0,1,8,193,325,75,15,168,3,0,,,,,,,,
012_143_FY19,43,233,54,37,138,393,328,207,,,,,,,,,,,,,,,,,
012_145_FY19,41,195,105,348,,,,,,,,,,,,,,,,,,,,,
012_148_FY19,20,19,12,10,17,,,,,,,,,,,,,,,,,,,,
012_243_FY19,1,16,55,37,,,,,,,,,,,,,,,,,,,,,
012_252_FY19,7,268,255,59,585,712,605,31,48,,,,,,,,,,,,,,,,
012_255_FY19,5,91,63,931,,,,,,,,,,,,,,,,,,,,,
012_353_FY19,0,8,6,79,86,146,241,414,,,,,,,,,,,,,,,,,
012_562_FY19,14,19,18,7,,,,,,,,,,,,,,,,,,,,,
012_658_FY19,13,88,57,66,141,66,,,,,,,,,,,,,,,,,,,
012_668_FY19,0,1,0,14,57,7,0,0,,,,,,,,,,,,,,,,,
012_781_FY19,15,13,26,16,38,,,,,,,,,,,,,,,,,,,,
012_873_FY19,0,3,8,24,7,8,5,10,,,,,,,,,,,,,,,,,
012_877_FY19,41,73,55,40,8,,,,,,,,,,,,,,,,,,,,
012_879_FY19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
012_976_FY19,6,10,26,7,37,27,13,29,37,9,26,12,8,16,,,,,,,,,,,
012_991_FY19,0,2,2,1,,,,,,,,,,,,,,,,,,,,,
013_1195_FY19,47,6,28,94,,,,,,,,,,,,,,,,,,,,,
013_1295_FY19,32,39,55,10,12,115,734,,,,,,,,,,,,,,,,,,
013_1503_FY19,1,1,43,124,242,0,0,202,,,,,,,,,,,,,,,,,
013_1601_FY19,83,123,229,102,274,305,183,81,64,87,,,,,,,,,,,,,,,
013_1603_FY19,41,144,72,49,,,,,,,,,,,,,,,,,,,,,
013_1605_FY19,21,60,82,102,71,97,165,,,,,,,,,,,,,,,,,,
013_1606_FY19,1,16,11,23,149,567,33,143,40,,,,,,,,,,,,,,,,
013_1609_FY19,120,301,61,168,647,84,404,496,606,,,,,,,,,,,,,,,,
013_1614_FY19,173,451,93,94,76,264,49,,,,,,,,,,,,,,,,,,
013_1713_FY19,28,123,156,106,,,,,,,,,,,,,,,,,,,,,
013_2017_FY19,1,6,4,11,,,,,,,,,,,,,,,,,,,,,
013_2123_FY19,20,19,15,39,32,62,55,35,,,,,,,,,,,,,,,,,
013_2336_FY19,7,47,27,12,16,21,33,2,0,20,4,8,26,43,47,28,5,12,,,,,,,
013_2340_FY19,57,58,108,442,186,,,,,,,,,,,,,,,,,,,,
013_2433_FY19,0,10,13,3,2,7,3,2,,,,,,,,,,,,,,,,,
013_2434_FY19,164,2,837,1732,968,,,,,,,,,,,,,,,,,,,,
013_2440_FY19,10,39,34,19,1,20,19,24,23,9,14,29,,,,,,,,,,,,,
013_2538_FY19,0,4,8,9,6,3,10,,,,,,,,,,,,,,,,,,
013_2539_FY19,115,216,320,324,531,816,,,,,,,,,,,,,,,,,,,
013_2540_FY19,29,10,625,196,6,5,6,,,,,,,,,,,,,,,,,,
013_2643_FY19,4,5,12,8,33,1,7,1,,,,,,,,,,,,,,,,,
013_2644_FY19,16,325,52,113,179,294,265,,,,,,,,,,,,,,,,,,
013_2649_FY19,24,8,6,43,40,15,11,,,,,,,,,,,,,,,,,,
013_2851_FY19,2,29,6,18,6,,,,,,,,,,,,,,,,,,,,
013_2853_FY19,6,4,9,15,8,,,,,,,,,,,,,,,,,,,,
013_2956_FY19,5,7,7,3,9,7,3,10,4,11,4,6,6,4,7,13,11,9,9,1,2,,,,
013_3060_FY19,1,233,386,72,,,,,,,,,,,,,,,,,,,,,
013_3062_FY19,394,573,241,280,192,345,263,,,,,,,,,,,,,,,,,,
013_3066_FY19,4,10,8,149,,,,,,,,,,,,,,,,,,,,,
013_3069_FY19,3,39,28,41,120,932,59,335,514,,,,,,,,,,,,,,,,
013_3171_FY19,22,30,17,113,130,41,,,,,,,,,,,,,,,,,,,
013_3277_FY19,694,301,3,3,80,118,12,,,,,,,,,,,,,,,,,,
013_3379_FY19,8,45,124,486,,,,,,,,,,,,,,,,,,,,,
013_3381_FY19,0,12,12,6,23,,,,,,,,,,,,,,,,,,,,
014_2843_FY19,71,55,272,30,218,42,53,70,230,,,,,,,,,,,,,,,,
014_2947_FY19,55,18,3,8,,,,,,,,,,,,,,,,,,,,,
015_2837_FY19,21,20,6,7,,,,,,,,,,,,,,,,,,,,,
015_2838_FY19,7,29,16,29,62,24,,,,,,,,,,,,,,,,,,,
015_4189_FY19,7,0,5,30,11,29,,,,,,,,,,,,,,,,,,,
015_4399_FY19,5,21,8,28,17,14,19,43,,,,,,,,,,,,,,,,,
015_5228_FY19,49,36,125,105,,,,,,,,,,,,,,,,,,,,,
015_5229_FY19,24,29,4,4,14,11,17,,,,,,,,,,,,,,,,,,
015_5230_FY19,1,36,6,13,49,16,59,42,67,55,41,16,35,34,8,12,29,,,,,,,,
015_5332_FY19,8,78,115,150,90,119,,,,,,,,,,,,,,,,,,,
03A_5455_FY19,0,26,32,19,9,75,26,,,,,,,,,,,,,,,,,,
03A_5559_FY19,15,27,30,12,,,,,,,,,,,,,,,,,,,,,
03A_5662_FY19,85,539,7,526,68,,,,,,,,,,,,,,,,,,,,
03A_5670_FY19,1312,1025,235,245,,,,,,,,,,,,,,,,,,,,,
05A_6724_FY19,7,1,0,1,12,7,5,,,,,,,,,,,,,,,,,,
05A_6932_FY19,2,6,42,10,93,436,144,13,19,3,,,,,,,,,,,,,,,
05A_7037_FY19,48,14,13,20,21,5,124,608,,,,,,,,,,,,,,,,,
05A_7456_FY19,30,207,246,74,,,,,,,,,,,,,,,,,,,,,
05A_7559_FY19,1,16,7,38,,,,,,,,,,,,,,,,,,,,,
05A_7566_FY19,2,25,6,9,16,21,4,18,17,23,,,,,,,,,,,,,,,
05A_7568_FY19,7,16,22,6,5,7,31,,,,,,,,,,,,,,,,,,
05A_7667_FY19,131,249,256,129,,,,,,,,,,,,,,,,,,,,,
05A_7668_FY19,7,9,7,2,8,3,29,,,,,,,,,,,,,,,,,,
05A_7768_FY19,27,4,7,2,2,1,6,4,6,7,4,11,15,,,,,,,,,,,,
05A_7770_FY19,27,82,41,5,,,,,,,,,,,,,,,,,,,,,
05A_7771_FY19,266,340,42,321,,,,,,,,,,,,,,,,,,,,,
05A_7874_FY19,18,35,28,18,,,,,,,,,,,,,,,,,,,,,
05A_7875_FY19,2,8,17,11,27,15,29,26,42,39,21,,,,,,,,,,,,,,
05A_7876_FY19,7,13,7,22,11,3,,,,,,,,,,,,,,,,,,,
05A_7879_FY19,8,10,27,16,,,,,,,,,,,,,,,,,,,,,
10A_1022_FY19,32,15,22,16,16,5,1,6,,,,,,,,,,,,,,,,,
10A_1234_FY19,5,170,213,184,188,3,15,,,,,,,,,,,,,,,,,,
10A_1656_FY19,4,7,19,8,14,16,21,12,,,,,,,,,,,,,,,,,
10A_1760_FY19,6,12,27,10,12,9,,,,,,,,,,,,,,,,,,,
10A_181_FY19,9,32,187,216,14,2,63,70,27,1,41,6,0,14,46,80,32,44,32,44,62,,,,
10A_913_FY19,10,29,111,61,,,,,,,,,,,,,,,,,,,,,
10B_2584_FY19,3,121,199,88,,,,,,,,,,,,,,,,,,,,,
10B_3306_FY19,35,37,62,29,42,20,22,13,24,99,42,22,,,,,,,,,,,,,
11A_1097_FY19,39,139,10,67,,,,,,,,,,,,,,,,,,,,,
11A_1412_FY19,6,30,213,61,2,,,,,,,,,,,,,,,,,,,,
11A_161_FY19,248,782,508,1144,,,,,,,,,,,,,,,,,,,,,
11A_163_FY19,3,48,8,33,2,61,9,,,,,,,,,,,,,,,,,,
11A_165_FY19,29,48,52,60,29,51,107,,,,,,,,,,,,,,,,,,
11A_271_FY19,3,24,15,7,11,,,,,,,,,,,,,,,,,,,,
11A_369_FY19,0,22,3,14,8,52,100,,,,,,,,,,,,,,,,,,
11A_376_FY19,3,71,3,124,180,94,,,,,,,,,,,,,,,,,,,
11A_475_FY19,13,33,12,10,14,10,15,42,189,262,827,714,700,23,,,,,,,,,,,
11A_479_FY19,80,110,490,516,430,689,92,446,41,28,290,4,,,,,,,,,,,,,
11A_579_FY19,5,48,13,42,15,12,8,5,,,,,,,,,,,,,,,,,
11A_580_FY19,18,37,39,383,76,35,20,42,93,,,,,,,,,,,,,,,,
11A_682_FY19,24,83,131,228,7,97,,,,,,,,,,,,,,,,,,,
11A_786_FY19,21,2,43,22,51,95,46,,,,,,,,,,,,,,,,,,
11A_891_FY19,2,124,307,163,200,183,,,,,,,,,,,,,,,,,,,
11A_893_FY19,18,18,9,8,27,,,,,,,,,,,,,,,,,,,,
11A_993_FY19,4,0,0,0,1,5,6,8,8,2,0,10,6,8,,,,,,,,,,,
ALP_4429_FY19,6,3,9,116,38,10,5,10,9,16,14,22,13,22,440,599,,,,,,,,,
ALP_4533_FY19,201,433,115,149,114,,,,,,,,,,,,,,,,,,,,
NCR_6186_FY19,41,226,899,804,,,,,,,,,,,,,,,,,,,,,
NCR_6728_FY19,65,68,17,63,92,20,,,,,,,,,,,,,,,,,,,
NCR_6833_FY19,5,16,17,9,16,29,,,,,,,,,,,,,,,,,,,
NCR_6937_FY19,5,14,6,15,4,37,13,113,69,265,,,,,,,,,,,,,,,
NCR_6938_FY19,4,22,16,16,13,4,15,7,,,,,,,,,,,,,,,,,
NCR_8231_FY19,6,38,15,7,17,,,,,,,,,,,,,,,,,,,,
NTR_6309_FY19,23,20,96,80,,,,,,,,,,,,,,,,,,,,,
NTR_6426_FY19,1,0,1,4,74,2,29,,,,,,,,,,,,,,,,,,
NTR_6529_FY19,0,5,36,15,18,44,33,51,15,25,43,25,23,76,315,,,,,,,,,,
NTR_6530_FY19,22,28,5,22,1613,2617,2489,1606,80,1,217,1825,,,,,,,,,,,,,
NTR_6532_FY19,0,9,4,3,6,4,9,11,,,,,,,,,,,,,,,,,
NTR_6626_FY19,6,115,24,58,36,55,35,5,,,,,,,,,,,,,,,,,
NTR_6636_FY19,12,8,14,14,20,,,,,,,,,,,,,,,,,,,,
NTR_6743_FY19,0,2,3,3,20,9,7,,,,,,,,,,,,,,,,,,
NTR_6744_FY19,29,492,46,504,,,,,,,,,,,,,,,,,,,,,
NTR_6748_FY19,0,15,74,178,,,,,,,,,,,,,,,,,,,,,
NTR_6843_FY19,9,100,44,19,21,16,22,8,,,,,,,,,,,,,,,,,
NTR_6844_FY19,0,0,19,16,6,,,,,,,,,,,,,,,,,,,,
NTR_6941_FY19,30,539,346,722,748,,,,,,,,,,,,,,,,,,,,
NTR_6947_FY19,6,24,3,2,8,5,181,,,,,,,,,,,,,,,,,,
NTR_7151_FY19,7,12,11,12,16,,,,,,,,,,,,,,,,,,,,
NTR_7152_FY19,5,11,46,17,9,4,7,,,,,,,,,,,,,,,,,,
NTR_7155_FY19,3,14,27,9,3,98,7,,,,,,,,,,,,,,,,,,
NTR_7251_FY19,53,343,126,56,114,,,,,,,,,,,,,,,,,,,,
NTR_7257_FY19,0,4,1,2,1,4,0,5,8,3,,,,,,,,,,,,,,,
NTR_7260_FY19,5,5,10,11,11,18,15,3,,,,,,,,,,,,,,,,,
NTR_7354_FY19,4,5,5,0,0,2,8,0,0,0,1,7,6,9,11,12,9,70,3,72,2,6,4,0,
NTR_7360_FY19,1,4,3,14,6,24,2,2,,,,,,,,,,,,,,,,,
NTR_7470_FY19,109,238,103,87,143,187,45,,,,,,,,,,,,,,,,,,
NTR_8114_FY19,4,71,78,102,288,,,,,,,,,,,,,,,,,,,,
NTR_8119_FY19,12,13,7,14,22,87,1058,886,1123,1962,1514,714,318,2485,,,,,,,,,,,
NTR_8242_FY19,58,404,111,14,44,27,27,10,,,,,,,,,,,,,,,,,
OSR_2026_FY19,9,8,25,32,12,63,,,,,,,,,,,,,,,,,,,
SCR_2371_FY19,25,39,77,262,137,121,434,442,90,,,,,,,,,,,,,,,,
SCR_2477_FY19,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SCR_2478_FY19,21,19,34,70,,,,,,,,,,,,,,,,,,,,,
SCR_2682_FY19,4,10,534,2266,,,,,,,,,,,,,,,,,,,,,
SCR_2786_FY19,766,1413,0,0,,,,,,,,,,,,,,,,,,,,,
SCR_2787_FY19,10,156,299,632,,,,,,,,,,,,,,,,,,,,,
SCR_2888_FY19,4,16,17,49,7,5,791,8,3,,,,,,,,,,,,,,,,
STR_1317_FY19,72,253,127,112,311,184,234,291,101,149,95,46,119,103,83,152,,,,,,,,,
STR_1419_FY19,1,2,39,38,54,5,5,16,36,32,24,,,,,,,,,,,,,,
STR_1420_FY19,0,3,1,6,18,3,,,,,,,,,,,,,,,,,,,
STR_1630_FY19,15,6,10,15,26,12,2,9,23,2,35,,,,,,,,,,,,,,
STR_173_FY19,12,45,46,56,61,,,,,,,,,,,,,,,,,,,,
STR_1838_FY19,12,10,47,76,31,17,3,2,6,3,38,,,,,,,,,,,,,,
STR_2151_FY19,4,11,13,5,17,6,,,,,,,,,,,,,,,,,,,
STR_2563_FY19,3,20,23,12,23,,,,,,,,,,,,,,,,,,,,
